date;order_id;quantity;article_id;category_id;customer_id;;;;;;;
14/08/2020;1294;71;A016;C2;CU0045;;;;;;;
14/08/2020;1294;19;A012;C3;CU0142;;;;;;;
14/08/2020;1294;27;A015;C3;CU0079;;;;;;;
14/08/2020;1295;80;A013;C1;CU0077;;;;;;;
14/08/2020;1295;71;A003;C2;CU0150;;;;;;;
14/08/2020;1295;52;A003;C2;CU0150;;;;;;;
14/08/2020;1295;65;A013;C1;CU0077;;;;;;;
14/08/2020;1296;15;A015;C3;CU0057;;;;;;;
14/08/2020;1296;85;A003;C2;CU0176;;;;;;;
14/08/2020;1296;25;A003;C2;CU0176;;;;;;;
15/08/2020;1296;93;A015;C3;CU0057;;;;;;;
15/08/2020;1297;28;A005;C1;CU0229;;;;;;;
15/08/2020;1297;76;A007;C3;CU0088;;;;;;;
16/08/2020;1297;84;A013;C3;CU0100;;;;;;;
16/08/2020;1297;15;A012;C1;CU0075;;;;;;;
16/08/2020;1297;70;A013;C3;CU0100;;;;;;;
16/08/2020;1297;47;A012;C1;CU0075;;;;;;;
16/08/2020;1297;78;A005;C1;CU0229;;;;;;;
16/08/2020;1297;7;A007;C3;CU0088;;;;;;;
16/08/2020;1298;62;A011;C3;CU0197;;;;;;;
16/08/2020;1298;35;A003;C1;CU0053;;;;;;;
16/08/2020;1298;21;A005;C3;CU0063;;;;;;;
16/08/2020;1298;47;A017;C2;CU0021;;;;;;;
16/08/2020;1298;65;A014;C2;CU0092;;;;;;;
16/08/2020;1298;97;A019;C2;CU0128;;;;;;;
16/08/2020;1298;63;A019;C2;CU0128;;;;;;;
16/08/2020;1298;64;A014;C2;CU0092;;;;;;;
16/08/2020;1298;95;A003;C1;CU0053;;;;;;;
16/08/2020;1298;97;A005;C3;CU0063;;;;;;;
16/08/2020;1298;19;A017;C2;CU0021;;;;;;;
16/08/2020;1298;35;A011;C3;CU0197;;;;;;;
16/08/2020;1299;33;A016;C2;CU0112;;;;;;;
16/08/2020;1299;12;A003;C1;CU0171;;;;;;;
17/08/2020;1299;61;A003;C1;CU0171;;;;;;;
17/08/2020;1299;22;A016;C2;CU0112;;;;;;;
17/08/2020;1300;16;A006;C1;CU0241;;;;;;;
17/08/2020;1300;24;A012;C1;CU0156;;;;;;;
17/08/2020;1300;70;A012;C3;CU0157;;;;;;;
17/08/2020;1300;17;A012;C1;CU0156;;;;;;;
17/08/2020;1300;82;A012;C3;CU0157;;;;;;;
17/08/2020;1300;83;A006;C1;CU0241;;;;;;;
17/08/2020;1301;3;A003;C2;CU0242;;;;;;;
17/08/2020;1301;21;A003;C2;CU0242;;;;;;;
17/08/2020;1302;14;A014;C3;CU0083;;;;;;;
17/08/2020;1302;64;A010;C1;CU0147;;;;;;;
17/08/2020;1302;74;A010;C1;CU0147;;;;;;;
18/08/2020;1302;45;A014;C3;CU0083;;;;;;;
18/08/2020;1303;38;A016;C3;CU0097;;;;;;;
18/08/2020;1303;23;A002;C3;CU0033;;;;;;;
19/08/2020;1303;37;A009;C1;CU0032;;;;;;;
19/08/2020;1303;26;A017;C2;CU0029;;;;;;;
19/08/2020;1303;39;A002;C3;CU0033;;;;;;;
20/08/2020;1303;79;A009;C1;CU0032;;;;;;;
20/08/2020;1303;25;A017;C2;CU0029;;;;;;;
20/08/2020;1303;44;A016;C3;CU0097;;;;;;;
20/08/2020;1304;3;A016;C1;CU0235;;;;;;;
20/08/2020;1304;16;A016;C2;CU0181;;;;;;;
20/08/2020;1304;15;A007;C3;CU0125;;;;;;;
21/08/2020;1304;74;A002;C2;CU0104;;;;;;;
21/08/2020;1304;34;A002;C2;CU0104;;;;;;;
21/08/2020;1304;11;A016;C2;CU0181;;;;;;;
21/08/2020;1304;9;A007;C3;CU0125;;;;;;;
21/08/2020;1304;96;A016;C1;CU0235;;;;;;;
21/08/2020;1305;46;A005;C1;CU0147;;;;;;;
21/08/2020;1305;16;A014;C2;CU0149;;;;;;;
21/08/2020;1305;50;A016;C2;CU0077;;;;;;;
21/08/2020;1305;19;A016;C2;CU0077;;;;;;;
21/08/2020;1305;42;A014;C2;CU0149;;;;;;;
21/08/2020;1305;49;A005;C1;CU0147;;;;;;;
21/08/2020;1306;25;A017;C2;CU0094;;;;;;;
21/08/2020;1306;26;A017;C2;CU0094;;;;;;;
21/08/2020;1307;56;A010;C1;CU0045;;;;;;;
22/08/2020;1307;30;A011;C3;CU0037;;;;;;;
22/08/2020;1307;26;A011;C3;CU0037;;;;;;;
22/08/2020;1307;97;A010;C1;CU0045;;;;;;;
22/08/2020;1308;58;A001;C3;CU0080;;;;;;;
22/08/2020;1308;5;A002;C2;CU0230;;;;;;;
22/08/2020;1308;45;A002;C2;CU0230;;;;;;;
22/08/2020;1308;60;A001;C3;CU0080;;;;;;;
22/08/2020;1309;44;A007;C2;CU0096;;;;;;;
22/08/2020;1309;75;A007;C2;CU0096;;;;;;;
22/08/2020;1310;41;A002;C2;CU0180;;;;;;;
22/08/2020;1310;69;A004;C2;CU0152;;;;;;;
22/08/2020;1310;85;A014;C3;CU0242;;;;;;;
22/08/2020;1310;36;A012;C2;CU0080;;;;;;;
22/08/2020;1310;93;A012;C1;CU0052;;;;;;;
22/08/2020;1310;92;A012;C1;CU0052;;;;;;;
22/08/2020;1310;53;A004;C2;CU0152;;;;;;;
22/08/2020;1310;78;A014;C3;CU0242;;;;;;;
22/08/2020;1310;2;A012;C2;CU0080;;;;;;;
22/08/2020;1310;5;A002;C2;CU0180;;;;;;;
22/08/2020;1311;18;A015;C3;CU0141;;;;;;;
23/08/2020;1311;62;A015;C3;CU0141;;;;;;;
23/08/2020;1312;11;A003;C1;CU0017;;;;;;;
23/08/2020;1312;65;A001;C1;CU0015;;;;;;;
23/08/2020;1312;14;A001;C1;CU0015;;;;;;;
23/08/2020;1312;50;A003;C1;CU0017;;;;;;;
23/08/2020;1313;41;A003;C2;CU0129;;;;;;;
23/08/2020;1313;15;A007;C3;CU0177;;;;;;;
24/08/2020;1313;51;A007;C3;CU0177;;;;;;;
24/08/2020;1313;55;A003;C2;CU0129;;;;;;;
24/08/2020;1314;24;A019;C3;CU0006;;;;;;;
24/08/2020;1314;53;A009;C2;CU0140;;;;;;;
24/08/2020;1314;85;A019;C2;CU0064;;;;;;;
24/08/2020;1314;74;A019;C2;CU0064;;;;;;;
24/08/2020;1314;94;A009;C2;CU0140;;;;;;;
24/08/2020;1314;46;A019;C3;CU0006;;;;;;;
24/08/2020;1315;6;A019;C1;CU0117;;;;;;;
24/08/2020;1315;13;A008;C1;CU0194;;;;;;;
24/08/2020;1315;38;A008;C1;CU0194;;;;;;;
24/08/2020;1315;18;A019;C1;CU0117;;;;;;;
24/08/2020;1316;19;A005;C1;CU0016;;;;;;;
24/08/2020;1316;75;A012;C2;CU0155;;;;;;;
24/08/2020;1316;58;A012;C2;CU0155;;;;;;;
24/08/2020;1316;1;A005;C1;CU0016;;;;;;;
24/08/2020;1317;1;A002;C3;CU0061;;;;;;;
24/08/2020;1317;50;A001;C1;CU0015;;;;;;;
24/08/2020;1317;36;A001;C1;CU0015;;;;;;;
24/08/2020;1317;49;A002;C3;CU0061;;;;;;;
24/08/2020;1318;73;A014;C3;CU0119;;;;;;;
24/08/2020;1318;58;A014;C3;CU0119;;;;;;;
24/08/2020;1319;36;A002;C2;CU0110;;;;;;;
24/08/2020;1319;44;A010;C1;CU0242;;;;;;;
24/08/2020;1319;23;A010;C1;CU0242;;;;;;;
24/08/2020;1319;45;A002;C2;CU0110;;;;;;;
24/08/2020;1320;39;A002;C1;CU0220;;;;;;;
24/08/2020;1320;40;A009;C1;CU0115;;;;;;;
25/08/2020;1320;63;A009;C1;CU0115;;;;;;;
25/08/2020;1320;45;A002;C1;CU0220;;;;;;;
25/08/2020;1321;23;A006;C1;CU0080;;;;;;;
27/08/2020;1321;98;A017;C3;CU0112;;;;;;;
27/08/2020;1321;73;A017;C3;CU0112;;;;;;;
27/08/2020;1321;41;A006;C1;CU0080;;;;;;;
27/08/2020;1322;53;A005;C2;CU0059;;;;;;;
27/08/2020;1322;38;A005;C2;CU0059;;;;;;;
27/08/2020;1323;1;A012;C3;CU0064;;;;;;;
27/08/2020;1323;39;A014;C1;CU0194;;;;;;;
27/08/2020;1323;3;A014;C1;CU0194;;;;;;;
28/08/2020;1323;54;A012;C3;CU0064;;;;;;;
28/08/2020;1324;86;A016;C3;CU0167;;;;;;;
28/08/2020;1324;97;A009;C3;CU0064;;;;;;;
28/08/2020;1324;37;A006;C3;CU0246;;;;;;;
28/08/2020;1324;76;A018;C2;CU0104;;;;;;;
28/08/2020;1324;84;A018;C2;CU0104;;;;;;;
28/08/2020;1324;92;A006;C3;CU0246;;;;;;;
28/08/2020;1324;41;A009;C3;CU0064;;;;;;;
28/08/2020;1324;51;A016;C3;CU0167;;;;;;;
28/08/2020;1325;61;A006;C3;CU0029;;;;;;;
28/08/2020;1325;21;A006;C1;CU0227;;;;;;;
28/08/2020;1325;37;A001;C3;CU0105;;;;;;;
28/08/2020;1325;83;A011;C2;CU0185;;;;;;;
28/08/2020;1325;18;A011;C2;CU0185;;;;;;;
28/08/2020;1325;66;A006;C1;CU0227;;;;;;;
28/08/2020;1325;13;A001;C3;CU0105;;;;;;;
28/08/2020;1325;77;A006;C3;CU0029;;;;;;;
28/08/2020;1326;41;A005;C3;CU0172;;;;;;;
28/08/2020;1326;35;A017;C3;CU0229;;;;;;;
29/08/2020;1326;82;A017;C3;CU0229;;;;;;;
29/08/2020;1326;19;A005;C3;CU0172;;;;;;;
29/08/2020;1327;7;A010;C1;CU0170;;;;;;;
29/08/2020;1327;6;A002;C2;CU0135;;;;;;;
29/08/2020;1327;95;A002;C2;CU0135;;;;;;;
30/08/2020;1327;20;A010;C1;CU0170;;;;;;;
30/08/2020;1328;33;A002;C3;CU0148;;;;;;;
30/08/2020;1328;70;A010;C1;CU0241;;;;;;;
30/08/2020;1328;49;A002;C3;CU0148;;;;;;;
30/08/2020;1328;86;A010;C1;CU0241;;;;;;;
30/08/2020;1329;22;A012;C1;CU0236;;;;;;;
30/08/2020;1329;70;A001;C1;CU0148;;;;;;;
30/08/2020;1329;2;A009;C3;CU0003;;;;;;;
30/08/2020;1329;74;A009;C3;CU0003;;;;;;;
30/08/2020;1329;51;A001;C1;CU0148;;;;;;;
30/08/2020;1329;68;A012;C1;CU0236;;;;;;;
30/08/2020;1330;15;A012;C2;CU0073;;;;;;;
31/08/2020;1330;14;A015;C2;CU0180;;;;;;;
31/08/2020;1330;35;A003;C1;CU0174;;;;;;;
31/08/2020;1330;71;A003;C1;CU0174;;;;;;;
31/08/2020;1330;59;A015;C2;CU0180;;;;;;;
31/08/2020;1330;46;A012;C2;CU0073;;;;;;;
31/08/2020;1331;36;A015;C1;CU0248;;;;;;;
31/08/2020;1331;45;A014;C3;CU0011;;;;;;;
01/09/2020;1331;79;A016;C3;CU0012;;;;;;;
01/09/2020;1331;18;A012;C3;CU0012;;;;;;;
01/09/2020;1331;1;A016;C3;CU0012;;;;;;;
01/09/2020;1331;44;A012;C3;CU0012;;;;;;;
01/09/2020;1331;32;A014;C3;CU0011;;;;;;;
01/09/2020;1331;55;A015;C1;CU0248;;;;;;;
01/09/2020;1332;78;A005;C1;CU0005;;;;;;;
01/09/2020;1332;57;A010;C1;CU0061;;;;;;;
01/09/2020;1332;17;A011;C2;CU0097;;;;;;;
01/09/2020;1332;78;A011;C2;CU0097;;;;;;;
01/09/2020;1332;99;A010;C1;CU0061;;;;;;;
01/09/2020;1332;39;A005;C1;CU0005;;;;;;;
01/09/2020;1333;63;A007;C2;CU0021;;;;;;;
02/09/2020;1333;3;A006;C3;CU0234;;;;;;;
02/09/2020;1333;35;A009;C2;CU0121;;;;;;;
02/09/2020;1333;63;A009;C2;CU0121;;;;;;;
02/09/2020;1333;85;A006;C3;CU0234;;;;;;;
02/09/2020;1333;90;A007;C2;CU0021;;;;;;;
02/09/2020;1334;75;A009;C2;CU0178;;;;;;;
02/09/2020;1334;88;A009;C2;CU0178;;;;;;;
02/09/2020;1335;78;A013;C1;CU0139;;;;;;;
02/09/2020;1335;57;A002;C3;CU0120;;;;;;;
02/09/2020;1335;42;A008;C1;CU0014;;;;;;;
02/09/2020;1335;62;A007;C2;CU0109;;;;;;;
02/09/2020;1335;9;A002;C3;CU0120;;;;;;;
02/09/2020;1335;86;A008;C1;CU0014;;;;;;;
02/09/2020;1335;47;A007;C2;CU0109;;;;;;;
02/09/2020;1335;18;A013;C1;CU0139;;;;;;;
02/09/2020;1336;64;A013;C2;CU0159;;;;;;;
03/09/2020;1336;81;A005;C1;CU0109;;;;;;;
03/09/2020;1336;40;A005;C1;CU0109;;;;;;;
04/09/2020;1336;72;A013;C2;CU0159;;;;;;;
04/09/2020;1337;6;A002;C1;CU0239;;;;;;;
04/09/2020;1337;23;A019;C1;CU0229;;;;;;;
04/09/2020;1337;76;A010;C1;CU0086;;;;;;;
04/09/2020;1337;92;A014;C1;CU0123;;;;;;;
04/09/2020;1337;42;A010;C1;CU0086;;;;;;;
04/09/2020;1337;94;A014;C1;CU0123;;;;;;;
04/09/2020;1337;81;A019;C1;CU0229;;;;;;;
04/09/2020;1337;74;A002;C1;CU0239;;;;;;;
05/09/2020;1338;38;A010;C1;CU0108;;;;;;;
05/09/2020;1338;88;A003;C3;CU0067;;;;;;;
05/09/2020;1338;94;A016;C3;CU0246;;;;;;;
05/09/2020;1338;6;A016;C3;CU0246;;;;;;;
05/09/2020;1338;71;A003;C3;CU0067;;;;;;;
05/09/2020;1338;58;A010;C1;CU0108;;;;;;;
05/09/2020;1339;71;A004;C1;CU0106;;;;;;;
05/09/2020;1339;19;A010;C1;CU0029;;;;;;;
05/09/2020;1339;90;A010;C1;CU0029;;;;;;;
05/09/2020;1339;68;A004;C1;CU0106;;;;;;;
05/09/2020;1340;44;A007;C2;CU0126;;;;;;;
05/09/2020;1340;83;A004;C1;CU0085;;;;;;;
06/09/2020;1340;58;A001;C2;CU0016;;;;;;;
06/09/2020;1340;10;A001;C2;CU0016;;;;;;;
06/09/2020;1340;77;A004;C1;CU0085;;;;;;;
06/09/2020;1340;95;A007;C2;CU0126;;;;;;;
06/09/2020;1341;13;A010;C1;CU0216;;;;;;;
06/09/2020;1341;88;A010;C1;CU0216;;;;;;;
06/09/2020;1342;3;A003;C1;CU0165;;;;;;;
06/09/2020;1342;25;A008;C2;CU0031;;;;;;;
07/09/2020;1342;77;A010;C1;CU0184;;;;;;;
07/09/2020;1342;100;A010;C1;CU0184;;;;;;;
07/09/2020;1342;2;A008;C2;CU0031;;;;;;;
07/09/2020;1342;90;A003;C1;CU0165;;;;;;;
07/09/2020;1343;93;A008;C3;CU0058;;;;;;;
07/09/2020;1343;10;A007;C2;CU0035;;;;;;;
07/09/2020;1343;53;A013;C1;CU0053;;;;;;;
07/09/2020;1343;16;A013;C1;CU0053;;;;;;;
07/09/2020;1343;9;A007;C2;CU0035;;;;;;;
07/09/2020;1343;91;A008;C3;CU0058;;;;;;;
07/09/2020;1344;92;A009;C3;CU0106;;;;;;;
07/09/2020;1344;100;A003;C1;CU0024;;;;;;;
07/09/2020;1344;23;A003;C1;CU0024;;;;;;;
07/09/2020;1344;47;A009;C3;CU0106;;;;;;;
07/09/2020;1345;40;A017;C2;CU0198;;;;;;;
07/09/2020;1345;11;A017;C2;CU0198;;;;;;;
08/09/2020;1346;46;A001;C3;CU0062;;;;;;;
08/09/2020;1346;43;A007;C2;CU0137;;;;;;;
08/09/2020;1346;53;A011;C2;CU0193;;;;;;;
08/09/2020;1346;66;A016;C3;CU0044;;;;;;;
08/09/2020;1346;89;A016;C3;CU0044;;;;;;;
08/09/2020;1346;33;A007;C2;CU0137;;;;;;;
08/09/2020;1346;48;A011;C2;CU0193;;;;;;;
08/09/2020;1346;24;A001;C3;CU0062;;;;;;;
08/09/2020;1347;43;A002;C1;CU0191;;;;;;;
08/09/2020;1347;82;A017;C2;CU0135;;;;;;;
08/09/2020;1347;67;A017;C2;CU0135;;;;;;;
08/09/2020;1347;43;A002;C1;CU0191;;;;;;;
09/09/2020;1348;6;A019;C3;CU0177;;;;;;;
09/09/2020;1348;59;A008;C2;CU0249;;;;;;;
10/09/2020;1348;49;A006;C3;CU0129;;;;;;;
10/09/2020;1348;7;A019;C2;CU0122;;;;;;;
10/09/2020;1348;2;A010;C1;CU0018;;;;;;;
11/09/2020;1348;16;A001;C2;CU0029;;;;;;;
11/09/2020;1348;57;A019;C2;CU0122;;;;;;;
11/09/2020;1348;35;A010;C1;CU0018;;;;;;;
11/09/2020;1348;55;A001;C2;CU0029;;;;;;;
11/09/2020;1348;65;A008;C2;CU0249;;;;;;;
11/09/2020;1348;30;A006;C3;CU0129;;;;;;;
11/09/2020;1348;7;A019;C3;CU0177;;;;;;;
11/09/2020;1349;8;A002;C2;CU0039;;;;;;;
11/09/2020;1349;70;A018;C2;CU0183;;;;;;;
11/09/2020;1349;27;A009;C1;CU0116;;;;;;;
11/09/2020;1349;47;A015;C2;CU0192;;;;;;;
11/09/2020;1349;11;A018;C2;CU0183;;;;;;;
11/09/2020;1349;42;A009;C1;CU0116;;;;;;;
12/09/2020;1349;2;A015;C2;CU0192;;;;;;;
12/09/2020;1349;3;A002;C2;CU0039;;;;;;;
12/09/2020;1350;77;A018;C2;CU0219;;;;;;;
12/09/2020;1350;37;A014;C2;CU0127;;;;;;;
12/09/2020;1350;72;A015;C1;CU0011;;;;;;;
12/09/2020;1350;30;A014;C2;CU0127;;;;;;;
12/09/2020;1350;69;A015;C1;CU0011;;;;;;;
12/09/2020;1350;84;A018;C2;CU0219;;;;;;;
13/09/2020;1351;34;A005;C3;CU0231;;;;;;;
13/09/2020;1351;94;A003;C2;CU0015;;;;;;;
13/09/2020;1351;67;A003;C2;CU0015;;;;;;;
13/09/2020;1351;67;A005;C3;CU0231;;;;;;;
13/09/2020;1352;55;A009;C2;CU0248;;;;;;;
13/09/2020;1352;41;A003;C3;CU0044;;;;;;;
13/09/2020;1352;95;A003;C3;CU0044;;;;;;;
13/09/2020;1352;5;A009;C2;CU0248;;;;;;;
13/09/2020;1353;76;A008;C1;CU0229;;;;;;;
13/09/2020;1353;78;A017;C1;CU0187;;;;;;;
13/09/2020;1353;63;A017;C2;CU0199;;;;;;;
13/09/2020;1353;49;A003;C3;CU0127;;;;;;;
13/09/2020;1353;72;A017;C1;CU0187;;;;;;;
14/09/2020;1353;22;A017;C2;CU0199;;;;;;;
14/09/2020;1353;75;A003;C3;CU0127;;;;;;;
14/09/2020;1353;4;A008;C1;CU0229;;;;;;;
14/09/2020;1354;60;A019;C3;CU0166;;;;;;;
14/09/2020;1354;33;A015;C1;CU0081;;;;;;;
14/09/2020;1354;49;A014;C3;CU0073;;;;;;;
14/09/2020;1354;54;A019;C3;CU0104;;;;;;;
14/09/2020;1354;71;A004;C2;CU0136;;;;;;;
14/09/2020;1354;81;A016;C1;CU0218;;;;;;;
14/09/2020;1354;20;A004;C2;CU0136;;;;;;;
14/09/2020;1354;34;A016;C1;CU0218;;;;;;;
14/09/2020;1354;98;A015;C1;CU0081;;;;;;;
14/09/2020;1354;4;A014;C3;CU0073;;;;;;;
14/09/2020;1354;16;A019;C3;CU0104;;;;;;;
14/09/2020;1354;39;A019;C3;CU0166;;;;;;;
14/09/2020;1355;82;A003;C2;CU0226;;;;;;;
14/09/2020;1355;32;A016;C2;CU0128;;;;;;;
14/09/2020;1355;69;A016;C2;CU0128;;;;;;;
14/09/2020;1355;22;A003;C2;CU0226;;;;;;;
14/09/2020;1356;5;A004;C1;CU0247;;;;;;;
14/09/2020;1356;56;A004;C1;CU0247;;;;;;;
14/09/2020;1357;75;A014;C1;CU0036;;;;;;;
15/09/2020;1357;38;A016;C2;CU0068;;;;;;;
15/09/2020;1357;78;A014;C1;CU0133;;;;;;;
15/09/2020;1357;13;A014;C1;CU0133;;;;;;;
15/09/2020;1357;89;A016;C2;CU0068;;;;;;;
15/09/2020;1357;46;A014;C1;CU0036;;;;;;;
15/09/2020;1358;23;A012;C3;CU0211;;;;;;;
15/09/2020;1358;38;A012;C3;CU0211;;;;;;;
15/09/2020;1359;70;A005;C1;CU0101;;;;;;;
15/09/2020;1359;87;A004;C2;CU0012;;;;;;;
15/09/2020;1359;90;A004;C2;CU0012;;;;;;;
15/09/2020;1359;7;A005;C1;CU0101;;;;;;;
15/09/2020;1360;53;A012;C2;CU0166;;;;;;;
15/09/2020;1360;50;A005;C1;CU0004;;;;;;;
15/09/2020;1360;35;A007;C2;CU0233;;;;;;;
16/09/2020;1360;72;A007;C2;CU0233;;;;;;;
16/09/2020;1360;15;A005;C1;CU0004;;;;;;;
16/09/2020;1360;57;A012;C2;CU0166;;;;;;;
16/09/2020;1361;13;A012;C2;CU0129;;;;;;;
16/09/2020;1361;22;A010;C1;CU0238;;;;;;;
16/09/2020;1361;75;A010;C1;CU0238;;;;;;;
16/09/2020;1361;69;A012;C2;CU0129;;;;;;;
16/09/2020;1362;72;A012;C2;CU0082;;;;;;;
16/09/2020;1362;72;A016;C3;CU0054;;;;;;;
16/09/2020;1362;100;A016;C3;CU0054;;;;;;;
16/09/2020;1362;98;A012;C2;CU0082;;;;;;;
16/09/2020;1363;6;A012;C1;CU0129;;;;;;;
16/09/2020;1363;9;A012;C1;CU0129;;;;;;;
16/09/2020;1364;100;A014;C3;CU0175;;;;;;;
16/09/2020;1364;95;A002;C3;CU0012;;;;;;;
16/09/2020;1364;67;A018;C1;CU0011;;;;;;;
16/09/2020;1364;38;A018;C1;CU0011;;;;;;;
16/09/2020;1364;30;A002;C3;CU0012;;;;;;;
16/09/2020;1364;6;A014;C3;CU0175;;;;;;;
16/09/2020;1365;63;A003;C2;CU0227;;;;;;;
16/09/2020;1365;25;A008;C2;CU0033;;;;;;;
17/09/2020;1365;95;A008;C2;CU0033;;;;;;;
17/09/2020;1365;88;A003;C2;CU0227;;;;;;;
17/09/2020;1366;10;A001;C1;CU0004;;;;;;;
17/09/2020;1366;93;A014;C1;CU0214;;;;;;;
17/09/2020;1366;1;A014;C1;CU0214;;;;;;;
17/09/2020;1366;75;A001;C1;CU0004;;;;;;;
17/09/2020;1367;99;A018;C3;CU0093;;;;;;;
17/09/2020;1367;70;A018;C3;CU0093;;;;;;;
18/09/2020;1368;93;A007;C2;CU0055;;;;;;;
18/09/2020;1368;38;A015;C1;CU0138;;;;;;;
18/09/2020;1368;94;A013;C1;CU0117;;;;;;;
18/09/2020;1368;56;A013;C1;CU0117;;;;;;;
18/09/2020;1368;34;A015;C1;CU0138;;;;;;;
18/09/2020;1368;6;A007;C2;CU0055;;;;;;;
18/09/2020;1369;93;A019;C2;CU0122;;;;;;;
18/09/2020;1369;51;A014;C3;CU0229;;;;;;;
18/09/2020;1369;72;A014;C3;CU0229;;;;;;;
18/09/2020;1369;14;A019;C2;CU0122;;;;;;;
18/09/2020;1370;82;A006;C3;CU0084;;;;;;;
18/09/2020;1370;76;A018;C2;CU0234;;;;;;;
18/09/2020;1370;5;A011;C1;CU0228;;;;;;;
18/09/2020;1370;62;A016;C1;CU0247;;;;;;;
19/09/2020;1370;72;A015;C2;CU0112;;;;;;;
19/09/2020;1370;61;A011;C1;CU0228;;;;;;;
19/09/2020;1370;81;A016;C1;CU0247;;;;;;;
19/09/2020;1370;59;A015;C2;CU0112;;;;;;;
20/09/2020;1370;6;A018;C2;CU0234;;;;;;;
20/09/2020;1370;47;A006;C3;CU0084;;;;;;;
20/09/2020;1371;47;A015;C1;CU0206;;;;;;;
20/09/2020;1371;100;A010;C1;CU0113;;;;;;;
20/09/2020;1371;33;A006;C2;CU0008;;;;;;;
20/09/2020;1371;62;A006;C2;CU0008;;;;;;;
20/09/2020;1371;44;A010;C1;CU0113;;;;;;;
20/09/2020;1371;23;A015;C1;CU0206;;;;;;;
21/09/2020;1372;89;A018;C2;CU0098;;;;;;;
21/09/2020;1372;1;A019;C1;CU0002;;;;;;;
21/09/2020;1372;21;A010;C1;CU0229;;;;;;;
21/09/2020;1372;33;A019;C1;CU0002;;;;;;;
21/09/2020;1372;30;A010;C1;CU0229;;;;;;;
21/09/2020;1372;25;A018;C2;CU0098;;;;;;;
21/09/2020;1373;99;A005;C2;CU0035;;;;;;;
21/09/2020;1373;47;A005;C2;CU0035;;;;;;;
21/09/2020;1374;66;A010;C1;CU0161;;;;;;;
22/09/2020;1374;50;A006;C2;CU0073;;;;;;;
22/09/2020;1374;72;A015;C2;CU0047;;;;;;;
22/09/2020;1374;86;A006;C2;CU0073;;;;;;;
22/09/2020;1374;80;A015;C2;CU0047;;;;;;;
22/09/2020;1374;58;A010;C1;CU0161;;;;;;;
22/09/2020;1375;61;A004;C2;CU0084;;;;;;;
23/09/2020;1375;18;A013;C1;CU0236;;;;;;;
23/09/2020;1375;22;A004;C1;CU0201;;;;;;;
23/09/2020;1375;3;A004;C1;CU0201;;;;;;;
23/09/2020;1375;19;A013;C1;CU0236;;;;;;;
23/09/2020;1375;54;A004;C2;CU0084;;;;;;;
23/09/2020;1376;70;A015;C2;CU0112;;;;;;;
23/09/2020;1376;24;A002;C2;CU0204;;;;;;;
23/09/2020;1376;9;A016;C3;CU0081;;;;;;;
23/09/2020;1376;75;A010;C1;CU0042;;;;;;;
23/09/2020;1376;82;A010;C1;CU0042;;;;;;;
23/09/2020;1376;2;A016;C3;CU0081;;;;;;;
23/09/2020;1376;50;A002;C2;CU0204;;;;;;;
24/09/2020;1376;77;A015;C2;CU0112;;;;;;;
24/09/2020;1377;54;A019;C1;CU0089;;;;;;;
24/09/2020;1377;31;A006;C2;CU0200;;;;;;;
24/09/2020;1377;33;A017;C1;CU0128;;;;;;;
24/09/2020;1377;53;A002;C3;CU0127;;;;;;;
24/09/2020;1377;30;A002;C3;CU0127;;;;;;;
24/09/2020;1377;38;A006;C2;CU0200;;;;;;;
24/09/2020;1377;19;A017;C1;CU0128;;;;;;;
24/09/2020;1377;89;A019;C1;CU0089;;;;;;;
24/09/2020;1378;77;A010;C1;CU0239;;;;;;;
24/09/2020;1378;52;A006;C2;CU0040;;;;;;;
24/09/2020;1378;6;A006;C2;CU0040;;;;;;;
24/09/2020;1378;51;A010;C1;CU0239;;;;;;;
24/09/2020;1379;26;A002;C1;CU0194;;;;;;;
24/09/2020;1379;45;A002;C1;CU0194;;;;;;;
24/09/2020;1380;53;A011;C2;CU0225;;;;;;;
24/09/2020;1380;8;A011;C2;CU0225;;;;;;;
24/09/2020;1381;76;A015;C2;CU0236;;;;;;;
24/09/2020;1381;100;A015;C2;CU0236;;;;;;;
24/09/2020;1382;57;A009;C2;CU0062;;;;;;;
24/09/2020;1382;94;A001;C2;CU0217;;;;;;;
24/09/2020;1382;60;A016;C1;CU0236;;;;;;;
24/09/2020;1382;92;A004;C3;CU0111;;;;;;;
24/09/2020;1382;43;A009;C2;CU0062;;;;;;;
24/09/2020;1382;76;A004;C3;CU0111;;;;;;;
25/09/2020;1382;36;A016;C1;CU0236;;;;;;;
25/09/2020;1382;63;A001;C2;CU0217;;;;;;;
25/09/2020;1383;47;A016;C2;CU0239;;;;;;;
25/09/2020;1383;27;A013;C1;CU0250;;;;;;;
25/09/2020;1383;57;A014;C3;CU0054;;;;;;;
25/09/2020;1383;3;A013;C1;CU0250;;;;;;;
25/09/2020;1383;50;A014;C3;CU0054;;;;;;;
25/09/2020;1383;54;A016;C2;CU0239;;;;;;;
25/09/2020;1384;96;A015;C3;CU0175;;;;;;;
25/09/2020;1384;90;A002;C2;CU0173;;;;;;;
25/09/2020;1384;2;A002;C2;CU0173;;;;;;;
25/09/2020;1384;34;A015;C3;CU0175;;;;;;;
25/09/2020;1385;19;A016;C3;CU0198;;;;;;;
25/09/2020;1385;94;A016;C3;CU0198;;;;;;;
